text,entities,type
The team reviewed the CDR records before questioning Vikram Joshi.,"[[53, 65, ""PERSON""]]",hard_negative
The investigation report contained references to Rohan Mehta and Western Freight Solutions.,"[[49, 60, ""PERSON""], [65, 90, ""ORG""]]",contrastive_negative
Ravi Deshmukh transferred money to City Cargo Services from Bengaluru.,"[[0, 13, ""PERSON""], [35, 54, ""ORG""], [60, 69, ""GPE""]]",multi_entity
"The surveillance record mentioned M. A. Khan, Dev Malhotra, and Prime Warehousing.","[[34, 44, ""PERSON""], [46, 58, ""PERSON""], [64, 81, ""ORG""]]",complex
Investigators compared the CDR records with records from Apex Distributors.,"[[57, 74, ""ORG""]]",contrastive_negative
The arrest memo contained references to Priya Nair and DM Trading Services.,"[[40, 50, ""PERSON""], [55, 74, ""ORG""]]",contrastive_negative
Shakti Traders submitted invoices from its Lucknow office.,"[[0, 14, ""ORG""], [43, 50, ""GPE""]]",multi_entity
The crime scene report was linked to an incident in Chennai.,"[[52, 59, ""GPE""]]",hard_negative
Apex Distributors was named in the arrest memo reviewed by investigators.,"[[0, 17, ""ORG""]]",contrastive_negative
Neeraj Shah travelled from Ahmedabad to Chennai with Dev Malhotra.,"[[0, 11, ""PERSON""], [27, 36, ""GPE""], [40, 47, ""GPE""], [53, 65, ""PERSON""]]",complex
Imran Sheikh met an employee of Shakti Traders near Mumbai-Pune Expressway.,"[[0, 12, ""PERSON""], [32, 46, ""ORG""], [52, 74, ""LOC""]]",multi_entity
Rohan Mehta and R K Sharma met representatives of National Freight Corporation in Pune.,"[[0, 11, ""PERSON""], [16, 26, ""PERSON""], [50, 78, ""ORG""], [82, 86, ""GPE""]]",complex
The bank records was linked to an incident in Surat.,"[[46, 51, ""GPE""]]",hard_negative
M. A. Khan was seen entering Turbhe Warehouse No. 4.,"[[0, 10, ""PERSON""], [29, 51, ""FAC""]]",facility_context
The team reviewed the case file before questioning Priya Nair.,"[[51, 61, ""PERSON""]]",hard_negative
KS Electronics maintained an office in Mumbai.,"[[0, 14, ""ORG""], [39, 45, ""GPE""]]",org_context
Mohit Chawla was seen entering Bhiwandi Distribution Hub.,"[[0, 12, ""PERSON""], [31, 56, ""FAC""]]",facility_context
No useful information was found in the evidence log.,[],hard_negative
Investigators compared the CCTV records with records from National Freight Corporation.,"[[58, 86, ""ORG""]]",contrastive_negative
The team reviewed the CCTV record before questioning Ayesha Khan.,"[[53, 64, ""PERSON""]]",hard_negative
The vehicle associated with Suresh Iyer was found near Turbhe Industrial Area.,"[[28, 39, ""PERSON""], [55, 77, ""LOC""]]",multi_entity
Imran Sheikh travelled from Ahmedabad to Lucknow with Md. Arif Khan.,"[[0, 12, ""PERSON""], [28, 37, ""GPE""], [41, 48, ""GPE""], [54, 67, ""PERSON""]]",complex
Rajiv Bansal was observed outside BlueLine Transport in Chennai.,"[[0, 12, ""PERSON""], [34, 52, ""ORG""], [56, 63, ""GPE""]]",multi_entity
Investigators compared the incident report with records from DM Trading Services.,"[[61, 80, ""ORG""]]",contrastive_negative
"Ayesha Khan transferred funds to KS Electronics, while Karan Sethi contacted Metro Logistics Pvt Ltd.","[[0, 11, ""PERSON""], [33, 47, ""ORG""], [55, 66, ""PERSON""], [77, 100, ""ORG""]]",complex
Vikram Joshi worked with DM Trading Services in Indore.,"[[0, 12, ""PERSON""], [25, 44, ""ORG""], [48, 54, ""GPE""]]",multi_entity
Mohit Chawla met an employee of Metro Logistics Pvt Ltd near Vashi Sector 17.,"[[0, 12, ""PERSON""], [32, 55, ""ORG""], [61, 76, ""LOC""]]",multi_entity
Investigators collected the vehicle movement record for further examination.,[],hard_negative
The suspect travelled from Mumbai to Pune.,"[[27, 33, ""GPE""], [37, 41, ""GPE""]]",location_context
National Freight Corporation operates a warehouse in Navi Mumbai.,"[[0, 28, ""ORG""], [53, 64, ""GPE""]]",multi_entity
The crime scene report was linked to an incident in Pune.,"[[52, 56, ""GPE""]]",hard_negative
The team reviewed the CDR records before questioning Ravi Deshmukh.,"[[53, 66, ""PERSON""]]",hard_negative
National Freight Corporation was named in the FIR reviewed by investigators.,"[[0, 28, ""ORG""]]",contrastive_negative
The vehicle associated with M. A. Khan was found near Dharavi.,"[[28, 38, ""PERSON""], [54, 61, ""LOC""]]",multi_entity
The team reviewed the Call Detail Records before questioning R K Sharma.,"[[61, 71, ""PERSON""]]",hard_negative
Maharashtra State Bank was named in the witness statement reviewed by investigators.,"[[0, 22, ""ORG""]]",contrastive_negative
Rajiv Bansal appeared in the mobile extraction report.,"[[0, 12, ""PERSON""]]",hard_negative
"According to the forensic report, Rohan Mehta visited Nova Components in Navi Mumbai.","[[34, 45, ""PERSON""], [54, 69, ""ORG""], [73, 84, ""GPE""]]",contrastive_negative
The team reviewed the police report before questioning Sameer Khan.,"[[55, 66, ""PERSON""]]",hard_negative
Neeraj Shah met an employee of Nova Components near Andheri East.,"[[0, 11, ""PERSON""], [31, 46, ""ORG""], [52, 64, ""LOC""]]",multi_entity
Maharashtra State Bank submitted invoices from its Lucknow office.,"[[0, 22, ""ORG""], [51, 58, ""GPE""]]",multi_entity
The evidence log mentioned Karan Sethi.,"[[27, 38, ""PERSON""]]",hard_negative
KS Electronics maintained an office in Thane.,"[[0, 14, ""ORG""], [39, 44, ""GPE""]]",org_context
"According to the FIR, Imran Sheikh visited National Freight Corporation in Bengaluru.","[[22, 34, ""PERSON""], [43, 71, ""ORG""], [75, 84, ""GPE""]]",contrastive_negative
Prime Warehousing operates a warehouse in Navi Mumbai.,"[[0, 17, ""ORG""], [42, 53, ""GPE""]]",multi_entity
Investigators traced the shipment from Jaipur to Thane Creek.,"[[39, 45, ""GPE""], [49, 60, ""LOC""]]",multi_entity
Ravi Deshmukh transferred money to Maharashtra State Bank from Mumbai.,"[[0, 13, ""PERSON""], [35, 57, ""ORG""], [63, 69, ""GPE""]]",multi_entity
The incident occurred in Chennai.,"[[25, 32, ""GPE""]]",location_context
Suresh Iyer was observed outside National Freight Corporation in Hyderabad.,"[[0, 11, ""PERSON""], [33, 61, ""ORG""], [65, 74, ""GPE""]]",multi_entity
The Call Detail Records contained references to M. A. Khan and DM Trading Services.,"[[48, 58, ""PERSON""], [63, 82, ""ORG""]]",contrastive_negative
Ananya Sharma met an employee of Nova Components near Dharavi.,"[[0, 13, ""PERSON""], [33, 48, ""ORG""], [54, 61, ""LOC""]]",multi_entity
Maharashtra State Bank was named in the seizure memo reviewed by investigators.,"[[0, 22, ""ORG""]]",contrastive_negative
Investigators compared the seizure memo with records from BlueLine Transport.,"[[58, 76, ""ORG""]]",contrastive_negative
The vehicle movement record showed that Priya Nair had contacted National Freight Corporation.,"[[40, 50, ""PERSON""], [65, 93, ""ORG""]]",contrastive_negative
The FIR record contained references to Karan Sethi and BlueLine Transport.,"[[39, 50, ""PERSON""], [55, 73, ""ORG""]]",contrastive_negative
The FIR record mentioned Sameer Khan.,"[[25, 36, ""PERSON""]]",hard_negative
Prime Warehousing maintained an office in Chennai.,"[[0, 17, ""ORG""], [42, 49, ""GPE""]]",org_context
Suresh Iyer appeared in the vehicle movement record.,"[[0, 11, ""PERSON""]]",hard_negative
"According to the CCTV record, Dev Malhotra visited Nova Components in Hyderabad.","[[30, 42, ""PERSON""], [51, 66, ""ORG""], [70, 79, ""GPE""]]",contrastive_negative
R K Sharma appeared in the Call Detail Records.,"[[0, 10, ""PERSON""]]",hard_negative
Priya Nair transferred money to City Cargo Services from Bengaluru.,"[[0, 10, ""PERSON""], [32, 51, ""ORG""], [57, 66, ""GPE""]]",multi_entity
Vikram Joshi was observed outside Western Freight Solutions in Chennai.,"[[0, 12, ""PERSON""], [34, 59, ""ORG""], [63, 70, ""GPE""]]",multi_entity
Rajiv Bansal travelled from Navi Mumbai to Delhi with Ananya Sharma.,"[[0, 12, ""PERSON""], [28, 39, ""GPE""], [43, 48, ""GPE""], [54, 67, ""PERSON""]]",complex
The seizure memo showed that Karan Sethi had contacted Western Freight Solutions.,"[[29, 40, ""PERSON""], [55, 80, ""ORG""]]",contrastive_negative
"According to the station diary entry, M. A. Khan visited BlueLine Transport in Delhi.","[[38, 48, ""PERSON""], [57, 75, ""ORG""], [79, 84, ""GPE""]]",contrastive_negative
Md. Arif Khan and Rohan Mehta met representatives of Nova Components in Pune.,"[[0, 13, ""PERSON""], [18, 29, ""PERSON""], [53, 68, ""ORG""], [72, 76, ""GPE""]]",complex
The vehicle associated with R K Sharma was found near Turbhe Industrial Area.,"[[28, 38, ""PERSON""], [54, 76, ""LOC""]]",multi_entity
Investigators traced the shipment from Bengaluru to Nhava Sheva Port Area.,"[[39, 48, ""GPE""], [52, 73, ""LOC""]]",multi_entity
Rajiv Bansal met an employee of Metro Logistics Pvt Ltd near Vashi Sector 17.,"[[0, 12, ""PERSON""], [32, 55, ""ORG""], [61, 76, ""LOC""]]",multi_entity
The CCTV footage contained references to Ayesha Khan and BlueLine Transport.,"[[41, 52, ""PERSON""], [57, 75, ""ORG""]]",contrastive_negative
Maharashtra State Bank submitted invoices from its Jaipur office.,"[[0, 22, ""ORG""], [51, 57, ""GPE""]]",multi_entity
"Vikram Joshi transferred funds to Prime Warehousing, while Ravi Deshmukh contacted Western Freight Solutions.","[[0, 12, ""PERSON""], [34, 51, ""ORG""], [59, 72, ""PERSON""], [83, 108, ""ORG""]]",complex
The incident occurred in Thane.,"[[25, 30, ""GPE""]]",location_context
Imran Sheikh appeared in the seizure memo.,"[[0, 12, ""PERSON""]]",hard_negative
Ananya Sharma travelled from Pune to Mumbai with R K Sharma.,"[[0, 13, ""PERSON""], [29, 33, ""GPE""], [37, 43, ""GPE""], [49, 59, ""PERSON""]]",complex
"The station diary entry mentioned M. A. Khan, Arjun Patel, and Prime Warehousing.","[[34, 44, ""PERSON""], [46, 57, ""PERSON""], [63, 80, ""ORG""]]",complex
The team reviewed the surveillance records before questioning Rohan Mehta.,"[[62, 73, ""PERSON""]]",hard_negative
The team reviewed the control room log before questioning Arjun Patel.,"[[58, 69, ""PERSON""]]",hard_negative
Police located Karan Sethi near Andheri East.,"[[15, 26, ""PERSON""], [32, 44, ""LOC""]]",multi_entity
Dev Malhotra travelled from Lucknow to Surat with Neeraj Shah.,"[[0, 12, ""PERSON""], [28, 35, ""GPE""], [39, 44, ""GPE""], [50, 61, ""PERSON""]]",complex
Western Freight Solutions operates a warehouse in Pune.,"[[0, 25, ""ORG""], [50, 54, ""GPE""]]",multi_entity
"According to the incident report, Mohammed Arif Khan visited National Freight Corporation in Nagpur.","[[34, 52, ""PERSON""], [61, 89, ""ORG""], [93, 99, ""GPE""]]",contrastive_negative
The bank records contained references to M. A. Khan and KS Electronics.,"[[41, 51, ""PERSON""], [56, 70, ""ORG""]]",contrastive_negative
The team reviewed the forensic report before questioning Rohan Mehta.,"[[57, 68, ""PERSON""]]",hard_negative
The seizure memo was reviewed by the investigating officer.,[],hard_negative
The suspect travelled from Thane to Navi Mumbai.,"[[27, 32, ""GPE""], [36, 47, ""GPE""]]",location_context
M. A. Khan met an employee of Western Freight Solutions near Vashi Sector 17.,"[[0, 10, ""PERSON""], [30, 55, ""ORG""], [61, 76, ""LOC""]]",multi_entity
Apex Distributors was named in the vehicle movement record reviewed by investigators.,"[[0, 17, ""ORG""]]",contrastive_negative
The bank records showed that Arjun Patel had contacted KS Electronics.,"[[29, 40, ""PERSON""], [55, 69, ""ORG""]]",contrastive_negative
Investigators traced the shipment from Kochi to Nhava Sheva Port Area.,"[[39, 44, ""GPE""], [48, 69, ""LOC""]]",multi_entity
S. Iyer transferred money to Shakti Traders from Navi Mumbai.,"[[0, 7, ""PERSON""], [29, 43, ""ORG""], [49, 60, ""GPE""]]",multi_entity
Ayesha Khan and Ananya Sharma met representatives of Metro Logistics Pvt Ltd in Thane.,"[[0, 11, ""PERSON""], [16, 29, ""PERSON""], [53, 76, ""ORG""], [80, 85, ""GPE""]]",complex
Ravi Deshmukh was observed outside Prime Warehousing in Thane.,"[[0, 13, ""PERSON""], [35, 52, ""ORG""], [56, 61, ""GPE""]]",multi_entity
The vehicle associated with Mohit Chawla was found near Powai Lake Road.,"[[28, 40, ""PERSON""], [56, 71, ""LOC""]]",multi_entity
The seizure memo contained references to Arjun Patel and National Freight Corporation.,"[[41, 52, ""PERSON""], [57, 85, ""ORG""]]",contrastive_negative
"According to the FIR, Karan Sethi visited City Cargo Services in Mumbai.","[[22, 33, ""PERSON""], [42, 61, ""ORG""], [65, 71, ""GPE""]]",contrastive_negative
"The CCTV record mentioned Mohammed Arif Khan, Priya Nair, and DM Trading Services.","[[26, 44, ""PERSON""], [46, 56, ""PERSON""], [62, 81, ""ORG""]]",complex
"Suresh Iyer transferred funds to Maharashtra State Bank, while Imran Sheikh contacted City Cargo Services.","[[0, 11, ""PERSON""], [33, 55, ""ORG""], [63, 75, ""PERSON""], [86, 105, ""ORG""]]",complex
The surveillance records showed that Dev Malhotra had contacted Western Freight Solutions.,"[[37, 49, ""PERSON""], [64, 89, ""ORG""]]",contrastive_negative
Vikram Joshi met an employee of Apex Distributors near Mumbai-Pune Expressway.,"[[0, 12, ""PERSON""], [32, 49, ""ORG""], [55, 77, ""LOC""]]",multi_entity
Investigators compared the arrest memo with records from Shakti Traders.,"[[57, 71, ""ORG""]]",contrastive_negative
Records from Nova Components were collected by police.,"[[13, 28, ""ORG""]]",org_context
Arjun Patel met an employee of Western Freight Solutions near Vashi Sector 17.,"[[0, 11, ""PERSON""], [31, 56, ""ORG""], [62, 77, ""LOC""]]",multi_entity
"The Call Detail Records mentioned Arjun Patel, Rajiv Bansal, and Nova Components.","[[34, 45, ""PERSON""], [47, 59, ""PERSON""], [65, 80, ""ORG""]]",complex
Metro Logistics Pvt Ltd was named in the forensic report reviewed by investigators.,"[[0, 23, ""ORG""]]",contrastive_negative
The CCTV footage mentioned Ravi Deshmukh.,"[[27, 40, ""PERSON""]]",hard_negative
Ravi Deshmukh met an employee of Apex Distributors near Powai Lake Road.,"[[0, 13, ""PERSON""], [33, 50, ""ORG""], [56, 71, ""LOC""]]",multi_entity
Neeraj Shah transferred money to Prime Warehousing from Navi Mumbai.,"[[0, 11, ""PERSON""], [33, 50, ""ORG""], [56, 67, ""GPE""]]",multi_entity
No useful information was found in the incident report.,[],hard_negative
Police located M. A. Khan near Powai Lake Road.,"[[15, 25, ""PERSON""], [31, 46, ""LOC""]]",multi_entity
National Freight Corporation operates a warehouse in Kochi.,"[[0, 28, ""ORG""], [53, 58, ""GPE""]]",multi_entity
Western Freight Solutions rented space at Vashi Logistics Yard.,"[[0, 25, ""ORG""], [42, 62, ""FAC""]]",facility_context
Nova Components was named in the arrest memo reviewed by investigators.,"[[0, 15, ""ORG""]]",contrastive_negative
"The CCTV record mentioned Md. Arif Khan, Mohammed Arif Khan, and Metro Logistics Pvt Ltd.","[[26, 39, ""PERSON""], [41, 59, ""PERSON""], [65, 88, ""ORG""]]",complex
Maharashtra State Bank was named in the Location Surveillance Record reviewed by investigators.,"[[0, 22, ""ORG""]]",contrastive_negative
Investigators traced the shipment from Thane to Vashi Sector 17.,"[[39, 44, ""GPE""], [48, 63, ""LOC""]]",multi_entity
Sameer Khan met an employee of Metro Logistics Pvt Ltd near Vashi Sector 17.,"[[0, 11, ""PERSON""], [31, 54, ""ORG""], [60, 75, ""LOC""]]",multi_entity
The Call Detail Records showed that Ravi Deshmukh had contacted Western Freight Solutions.,"[[36, 49, ""PERSON""], [64, 89, ""ORG""]]",contrastive_negative
R K Sharma appeared in the witness statement.,"[[0, 10, ""PERSON""]]",hard_negative
Priya Nair met an employee of Maharashtra State Bank near Eastern Express Highway.,"[[0, 10, ""PERSON""], [30, 52, ""ORG""], [58, 81, ""LOC""]]",multi_entity
Western Freight Solutions operates a warehouse in Jaipur.,"[[0, 25, ""ORG""], [50, 56, ""GPE""]]",multi_entity
"Arjun Patel transferred funds to BlueLine Transport, while M. A. Khan contacted DM Trading Services.","[[0, 11, ""PERSON""], [33, 51, ""ORG""], [59, 69, ""PERSON""], [80, 99, ""ORG""]]",complex
Sameer Khan worked with Shakti Traders in Bengaluru.,"[[0, 11, ""PERSON""], [24, 38, ""ORG""], [42, 51, ""GPE""]]",multi_entity
M. A. Khan and Arjun Patel met representatives of National Freight Corporation in Surat.,"[[0, 10, ""PERSON""], [15, 26, ""PERSON""], [50, 78, ""ORG""], [82, 87, ""GPE""]]",complex
Mohit Chawla was observed outside Western Freight Solutions in Bengaluru.,"[[0, 12, ""PERSON""], [34, 59, ""ORG""], [63, 72, ""GPE""]]",multi_entity
Suresh Iyer worked with KS Electronics in Chennai.,"[[0, 11, ""PERSON""], [24, 38, ""ORG""], [42, 49, ""GPE""]]",multi_entity
The control room log mentioned Rohan Mehta.,"[[31, 42, ""PERSON""]]",hard_negative
"According to the police report, Rohan Mehta visited Shakti Traders in Chennai.","[[32, 43, ""PERSON""], [52, 66, ""ORG""], [70, 77, ""GPE""]]",contrastive_negative
Metro Logistics Pvt Ltd rented space at Turbhe Warehouse No. 4.,"[[0, 23, ""ORG""], [40, 62, ""FAC""]]",facility_context
The directors of DM Trading Services were questioned.,"[[17, 36, ""ORG""]]",org_context
"The CCTV record mentioned Priya Nair, M. A. Khan, and National Freight Corporation.","[[26, 36, ""PERSON""], [38, 48, ""PERSON""], [54, 82, ""ORG""]]",complex
Nova Components submitted invoices from its Mumbai office.,"[[0, 15, ""ORG""], [44, 50, ""GPE""]]",multi_entity
